"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13322","기프티쇼 > 상품 > 좋아요 추가 및 삭제 확인","","2026-06-30","passed","2026-06-30","","","",""
"","14647","상품 > 구매정보 탭 노출 확인","","2026-06-30","passed","2026-06-30","","","",""
"","6285","최근 본 상품 확인","","2026-06-30","passed","2026-06-30","","","",""
"","17998","기프티쇼 검색 후 상품 상세 페이지 이동 확인","","2026-06-30","passed","2026-06-30","","","",""
"","467","기프티쇼 > 상품 > 선물하기 > 결제 진행 및 상품 결제 페이지 이동 확인","","2026-06-30","passed","2026-06-30","","","",""
"","16104","ON AIR > 바로구매 > 장바구니 상품 추가 확인","","2026-06-30","failed","2026-06-30","","","",""
"","6148","잔액형 상품권 내역 확인","","2026-06-30","passed","2026-06-30","","","",""
"","12969","문의 내역 확인","","2026-06-30","passed","2026-06-30","","","",""
"","12233","자주하는 질문 확인","","2026-06-30","passed","2026-06-30","","","",""
"","7091","연락처 관리 확인","","2026-06-30","passed","2026-06-30","","","",""
"","12385","ON AIR > 현재 방송 중인 상품 정보 노출 확인","","2026-06-30","passed","2026-06-30","","","",""
"","17865","기프티쇼 > 상품 > 나에게 보내기 주문서 이동 확인","","2026-06-30","passed","2026-06-30","","","",""
"","16145","기프티쇼 > 상품 > 구매정보 탭 노출 확인","","2026-06-30","passed","2026-06-30","","","",""
"","11876","카테고리 정상 노출 및 필터 기능 확인","","2026-06-30","passed","2026-06-30","","","",""
"","46514","일반 계정 로그인 확인","","2026-06-30","passed","2026-06-30","","","",""
"","7690","혜택 관리 확인","","2026-06-30","passed","2026-06-30","","","",""
"","13257","ON AIR > VOD 영상 재생 확인","","2026-06-30","passed","2026-06-30","","","",""
"","40972","임의 상품 상세 > 구매하기 > 일반 계정 로그인 확인","","2026-06-30","passed","2026-06-30","","","",""
"","6469","간편 로그인 연결 확인","","2026-06-30","passed","2026-06-30","","","",""
"","22757","상품 > 장바구니 상품 추가 확인","","2026-06-30","passed","2026-06-30","","","",""
"","15434","기프티쇼 카테고리 및 필터 기능 확인","","2026-06-30","passed","2026-06-30","","","",""
